Grand Soir,Maison Francis Kurkdjian,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Grand-Soir-40816.html,women and men,amber (100%); vanilla (86.3572%); powdery (49.9563%); sweet (49.24%),"Grand Soir by Maison Francis Kurkdjian is a Oriental fragrance for women and men. Grand Soir was launched in 2016. The nose behind this fragrance is Francis Kurkdjian. Top notes are Spanish Labdanum and Orange; middle notes are Lavender and Siam Benzoin; base notes are Amber, Vanilla, Tonka Bean, Musk and Cedar.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['High quality fragrance.', 'Beautiful scent with warmth from amber, vanilla and wood.', 'Textbook example of ambers genre.', 'Excellent longevity.', 'Addictively attractive.', 'Suitable for all genders.', ""Scent approximates perfume oil's tenacity."", 'Great for layering.', 'Not preferred by people who prefer fresh, clean scents.', 'Fairly linear scent with little complexity and nuance.', 'May cause backlash from sensitive noses in warm weather.', 'Moderate sillage.', 'Blunt with no depth or nuances.', 'Feminine drydown perceived as too sweet by some people.', 'Harsh burnt edge to the scent.', 'Unbalanced scent.']","['Spanish Labdanum', 'Orange']","['Lavender', 'Siam Benzoin']","['Amber', 'Vanilla', 'Tonka Bean', 'Musk', 'Cedar']",very weak: 121; weak: 153; moderate: 994; long lasting: 3065; eternal: 1734,intimate: 342; moderate: 2442; strong: 2814; enormous: 788,
Erba Pura,Xerjoff,https://www.fragrantica.com/perfume/Xerjoff/Erba-Pura-55157.html,women and men,fruity (100%); citrus (98.8871%); sweet (84.3674%); musky (77.0376%); powdery (68.9968%); vanilla (62.8502%); amber (56.3429%); fresh spicy (46.0323%),"Erba Pura by Xerjoff is a Oriental fragrance for women and men. Erba Pura was launched in 2019. Erba Pura was created by Christian Carbonnel and Laura Santander. Top notes are Sicilian Orange, Calabrian bergamot and Sicilian Lemon; middle note is Fruits; base notes are White Musk, Madagascar Vanilla and Amber.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Beastly projection', '24hr performance', 'Luscious fruits', 'Beautiful scent', 'Long lasting citrus', 'Sweet amber', 'Intoxicating vanilla', 'Middle Eastern influence', 'May be too strong if oversprayed', 'Offensive scent to some people', 'Overdosing of synthetics', 'Sickening sharp fruity notes', 'Aggressive aromachemicals ruining the scent', 'Horrible match with some skin chemistry', 'Long wait for the fragrance to come good', 'Identical to other fragrances']","['Sicilian Orange', 'Calabrian bergamot', 'Sicilian Lemon']",['Fruits'],"['White Musk', 'Madagascar Vanilla', 'Amber']",very weak: 64; weak: 90; moderate: 741; long lasting: 1949; eternal: 2668,intimate: 158; moderate: 1093; strong: 2188; enormous: 2094,
Asad,Lattafa Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Asad-72821.html,men,amber (100%); fresh spicy (88.5944%); vanilla (86.4379%); woody (84.8685%); warm spicy (81.5763%); sweet (73.069%); tobacco (68.1981%); powdery (58.729%); patchouli (50.8883%); balsamic (49.1798%),"Asad by Lattafa Perfumes is a Oriental fragrance for men. Asad was launched in 2021. Top notes are Black Pepper, Tobacco and Pineapple; middle notes are Patchouli, Coffee and Iris; base notes are Vanilla, Amber, Dry Wood, Benzoin and Labdanum.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Affordable price', 'Good for fall and winter', 'Strong projection for the first 2 hours', 'Inexpensive alternative to expensive fragrance', 'Warm spicy opening', 'Long-lasting on clothes', 'Similar to Dior Sauvage Elixir', 'Great substitute for everyday wear', 'May not be suitable for all occasions', 'Not an exact clone of Dior Sauvage Elixir', 'Not as bright as Elixir', 'Sillage and longevity may be too strong for some', 'Dryness in scent not found in Elixir', 'Aggressive and synthetic smelling', 'Disappointing after the hype', 'Burned plastic scent in the beginning']","['Black Pepper', 'Tobacco', 'Pineapple']","['Patchouli', 'Coffee', 'Iris']","['Vanilla', 'Amber', 'Dry Wood', 'Benzoin', 'Labdanum']",very weak: 91; weak: 247; moderate: 2228; long lasting: 4209; eternal: 494,intimate: 311; moderate: 3115; strong: 3348; enormous: 359,
The Most Wanted Parfum,Azzaro,https://www.fragrantica.com/perfume/Azzaro/The-Most-Wanted-Parfum-73664.html,men,vanilla (100%); woody (76.468%); fresh spicy (62.2098%); powdery (51%); fresh (50.1313%),"The Most Wanted Parfum by Azzaro is a Woody Spicy fragrance for men. This is a new fragrance. The Most Wanted Parfum was launched in 2022. Top note is Ginger; middle note is Woodsy Notes; base note is Bourbon Vanilla.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Geared more toward cooler weather use', 'Ultra sexy scent', 'Masculine seductiveness', 'Perfect fall or winter evening scent', 'Suitable for a date or night out', 'High blend quality', 'Great longevity', 'Spicier and less sweet version of Most Wanted', 'Similar to Stronger With You by another brand', 'Too sweet for some tastes', 'May not smell as good on some skin chemistries', 'May be too cloying for some', 'Not versatile as regular Most Wanted', 'Cloying and lacking depth for some', 'Less mass-appealing than Most Wanted', 'Reminds some of an old-fashioned perfume']",['Ginger'],['Woodsy Notes'],['Bourbon Vanilla'],very weak: 52; weak: 109; moderate: 1415; long lasting: 3057; eternal: 336,intimate: 200; moderate: 2763; strong: 1643; enormous: 195,
Ultra Male,Jean Paul Gaultier,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Ultra-Male-30947.html,men,vanilla (100%); fruity (80.6277%); sweet (79.3172%); aromatic (77.7209%); cinnamon (70.5139%); warm spicy (69.0476%); fresh spicy (62.3399%); lavender (61.3043%); powdery (58.9922%); green (58.4601%),"Ultra Male by Jean Paul Gaultier is a Oriental Fougere fragrance for men. Ultra Male was launched in 2015. The nose behind this fragrance is Francis Kurkdjian. Top notes are Pear, Lavender, Mint, Bergamot and Lemon; middle notes are Cinnamon, Clary Sage and Caraway; base notes are Black Vanilla Husk, Amber, Patchouli and Cedar.Jean Paul Gaultier launches its new fragrance Ultra Male in summer 2015. The fragrance is a reinterpretation or enhanced version of the popular original Le Male from 1995. Ultra Male, announced as masculine, intense, seductive and at the same time delicate, is supposedly built on contrasts notes and is a spicier version of the original.It opens with citrus notes of bergamot, along with juicy pear, black lavender and mint. The heart includes spices of cumin and cinnamon, with aromatic clary sage. The base consists of black vanilla, amber and woods. It is signed by Francis Kurkdjian.The face of the advertising campaign is model Jarrod Scott. The fragrance arrives in a characteristic torso bottle, this time colored in dark blue with black stripes. It is available as 40, 75 and 125 ml Eau de Toilette Intense.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Good longevity and projection', 'Beautiful playful and highly pleasing scent', 'Smooth addicting blend', 'Comprising of vanilla and pear as its stand out notes', 'Well blended fragrance', 'Gets compliments galore', 'Suitable for casual occasions', 'Unisex fragrance', 'May not be suitable for office wear', 'May be too rich and sweet for some people', 'May not be suitable for formal occasions', 'May not be suitable for all seasons', 'Not suitable for mature men', 'Too sweet to the point of being painful', 'Harsh and synthetic smell', 'Very sweet and feminine']","['Pear', 'Lavender', 'Mint', 'Bergamot', 'Lemon']","['Cinnamon', 'Clary Sage', 'Caraway']","['Black Vanilla Husk', 'Amber', 'Patchouli', 'Cedar']",very weak: 158; weak: 300; moderate: 2250; long lasting: 6438; eternal: 1668,intimate: 435; moderate: 3079; strong: 6035; enormous: 1377,
Libre,Yves Saint Laurent,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Libre-56077.html,women,white floral (100%); citrus (81.7011%); lavender (75.673%); vanilla (65.6058%); aromatic (57.8272%); sweet (55.9147%); powdery (53.4393%); animalic (52.7241%); woody (50.3789%); musky (49.8667%),"Libre by Yves Saint Laurent is a Oriental Fougere fragrance for women. Libre was launched in 2019. Libre was created by Anne Flipo and Carlos Benaïm. Top notes are Lavender, Mandarin Orange, Black Currant and Petitgrain; middle notes are Lavender, Orange Blossom and Jasmine; base notes are Madagascar Vanilla, Musk, Cedar and Ambergris.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Confident, not manly', 'Exceptional longevity', 'Becomes beauty and feminine, soft and warm', 'Soft, warm and mixes perfectly with personal chemistry', 'Gets richer and lovelier with time', 'Lovely vanilla and orange blossom fragrance', 'Exceptional longevity', 'Delicate floral with no loudness or cliché', 'Not a safe blind buy', 'Business perfume, plain and simple', 'Nothing groundbreaking', 'May be too masculine or rugged for some tastes', 'May turn monstrous on some skin chemistries', 'Ultra-synthetic opening', 'May smell plastic-chemically to some', ""May smell like cheap men's cologne""]","['Lavender', 'Mandarin Orange', 'Black Currant', 'Petitgrain']","['Lavender', 'Orange Blossom', 'Jasmine']","['Madagascar Vanilla', 'Musk', 'Cedar', 'Ambergris']",very weak: 200; weak: 535; moderate: 3783; long lasting: 3848; eternal: 994,intimate: 726; moderate: 4646; strong: 3151; enormous: 1002,
Yara,Lattafa Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Yara-76880.html,women,sweet (100%); vanilla (96.2148%); powdery (91.8184%); tropical (64.0213%); fruity (61.6097%); musky (59.5613%); floral (54.8766%); citrus (45.7495%),"Yara by Lattafa Perfumes is a Oriental Vanilla fragrance for women. Yara was launched in 2020. Top notes are Orchid, Heliotrope and Tangerine; middle notes are Gourmand Accord and Tropical Fruits; base notes are Vanilla, Musk and Sandalwood.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Soft and youthful scent', 'Smells like the color pink', 'Sweet and candy-like aroma', 'Fluffy and airy marshmallow scent with light citrus background', 'Good compliment getter during spring and summer', 'Great pick me up in cool/cold weather', 'Reminiscent of strawberry milkshake and cherry bakewell heliotrope', 'Lasts for 10 hours on skin and days on clothes', 'Modest sillage', 'May not project well enough for some users', 'May smell synthetic to some users', 'May not be the best offering from Lattafa house', 'Overwhelming scent for some users', 'May require less spraying for better results', 'Offensive sugary scent to some users', 'May need to be combined with mellower perfume']","['Orchid', 'Heliotrope', 'Tangerine']","['Gourmand Accord', 'Tropical Fruits']","['Vanilla', 'Musk', 'Sandalwood']",very weak: 283; weak: 812; moderate: 2180; long lasting: 851; eternal: 213,intimate: 978; moderate: 2369; strong: 622; enormous: 96,
Good Girl,Carolina Herrera,https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-39681.html,women,sweet (100%); white floral (98.6068%); warm spicy (93.3945%); vanilla (92.7073%); amber (69.6809%); cacao (68.8075%); woody (65.2886%); tuberose (63.4164%); almond (61.0911%); powdery (60.3959%),"Good Girl by Carolina Herrera is a Oriental Floral fragrance for women. Good Girl was launched in 2016. Good Girl was created by Louise Turner and Quentin Bisch. Top notes are Almond, Coffee, Bergamot and Lemon; middle notes are Tuberose, Jasmine Sambac, Orange Blossom, Bulgarian Rose and Orris; base notes are Tonka Bean, Cacao, Vanilla, Praline, Sandalwood, Musk, Amber, Cashmere Wood, Patchouli, Cinnamon and Cedar.Carolina Herrera announces the release of a new women's fragrance in September 2016. The new, sexy oriental fragrance is ironically named Good Girl with the message ""It's so good to be bad!"" (#goodtobebad).Good Girl promises an innovative and addictive combination of tuberose and roasted tonka bean, which represents the duality of a woman’s character. A floral wave of white Sambac jasmine and tuberose is placed in contrast with the mysterious and deep notes of tonka bean and cocoa.The face of the perfume is model Karlie Kloss. The fragrance comes in an elegant black stiletto shaped bottle as a 50 and 80 ml Eau de Parfum.Good Girl is created by perfumers Louise Turner and Quentin Bisch.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Great for autumn and winter', 'Good for parties', 'Addictive scent', 'Popular fragrance', 'Well composed and balanced', 'Sweet, floral, and heady', 'High quality DNA', 'Sleek and modern fragrance', 'Tacky bottle design', 'Nauseating effect', 'Smells like a perfume shop', 'Overwhelming amount of notes', 'Lacks personality', 'Generic notes', 'Industrial strength smell', 'Messes up content combination']","['Almond', 'Coffee', 'Bergamot', 'Lemon']","['Tuberose', 'Jasmine Sambac', 'Orange Blossom', 'Bulgarian Rose', 'Orris']","['Tonka Bean', 'Cacao', 'Vanilla', 'Praline', 'Sandalwood', 'Musk', 'Amber', 'Cashmere Wood', 'Patchouli', 'Cinnamon', 'Cedar']",very weak: 263; weak: 737; moderate: 4081; long lasting: 4152; eternal: 1108,intimate: 896; moderate: 4903; strong: 3541; enormous: 996,
Lost Cherry,Tom Ford,https://www.fragrantica.com/perfume/Tom-Ford/Lost-Cherry-51411.html,women and men,cherry (100%); sweet (95.3779%); almond (88.0148%); nutty (78.2215%); fruity (74.4381%); vanilla (64.8879%); warm spicy (58.952%); amber (55.4387%); woody (52.7005%); balsamic (49.0976%),"Lost Cherry by Tom Ford is a Oriental Floral fragrance for women and men. Lost Cherry was launched in 2018. The nose behind this fragrance is Louise Turner. Top notes are Bitter Almond, Black Cherry and Cherry Liqueur; middle notes are Sour Cherry, Plum, Turkish Rose and Jasmine Sambac; base notes are Vanilla, Tonka Bean, Cinnamon, Peru Balsam, Sandalwood, Benzoin, Cloves, Cedar, Patchouli and Vetiver.""Tom Ford Lost Cherry is a full-bodied journey into the once-forbidden; a contrasting scent that reveals a tempting dichotomy of playful, candy-like gleam on the outside and luscious flesh on the inside.Innocence intersects indulgence with an opening that captures the classic perfection of the exotic cherry fruit–Black Cherry's ripe flesh dripping in cherry liqueur glistens with a teasing touch of Bitter Almond.The heart bursts forth in cherry waves of sweet and tart. Griotte Syrup expresses the textured maceration of voluptuous fruits while breathtaking florals Turkish Rose and Jasmine Sambac penetrate the senses and soul.Peru Balsam and Roasted Tonka at the drydown suggest a new portrait of an iconic symbol. When blended with an unexpected melange of sandalwood, vetiver and cedar, the finish reaches fantasy-inspiring levels of insatiability.""Top notes: black cherry, cherry liquer, bitter almondsHeart notes: Griotte syrup, Turkish rose, jasmine SambacBase notes: Peru balm, roasted tonka beans, sandalwood, vetiver, cedarTom Ford Lost Cherry will be available from November 2018 as 50ml Eau de Parfum and 250ml Eau de Parfum.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Realistic cherry note', 'Good for cold weather', 'Great for night time', 'Unique and unusual scent', 'Good quality ingredients', 'Masculine and feminine appeal', 'Compliment-getter', 'Long lasting', 'Expensive price point', 'May not be worth the price for some', 'Short longevity for some people', ""May not be everyone's cup of tea"", 'Some find it too medicinal or synthetic', 'Not suitable for warm weather', 'May not be innovative enough for some', 'May not be suitable for daytime wear']","['Bitter Almond', 'Black Cherry', 'Cherry Liqueur']","['Sour Cherry', 'Plum', 'Turkish Rose', 'Jasmine Sambac']","['Vanilla', 'Tonka Bean', 'Cinnamon', 'Peru Balsam', 'Sandalwood', 'Benzoin', 'Cloves', 'Cedar', 'Patchouli', 'Vetiver']",very weak: 472; weak: 1129; moderate: 3196; long lasting: 1901; eternal: 562,intimate: 1158; moderate: 3829; strong: 1694; enormous: 628,
Ombré Leather (2018),Tom Ford,https://www.fragrantica.com/perfume/Tom-Ford/Ombre-Leather-2018-50239.html,women and men,leather (100%); animalic (71.0057%); warm spicy (57.989%); white floral (57.9524%); amber (53.04%); smoky (51%); earthy (47.3726%); mossy (46.4598%); patchouli (44.6269%),"Ombré Leather (2018) by Tom Ford is a Leather fragrance for women and men. Ombré Leather (2018) was launched in 2018. The nose behind this fragrance is Sonia Constant. Top note is Cardamom; middle notes are Leather and Jasmine Sambac; base notes are Amber, Moss and Patchouli.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Natural and authentic leather note', 'High-quality and masterfully put together', 'Sophisticated and sexy fragrance', 'Strong and realistic opening leather note', 'Softens over time with lingering faint sweetness', 'Excellent blend of cardamom, jasmine, leather, and patchouli', 'A welcome addition to the brand', 'Appeals to both men and women', 'Expensive for some', 'Polarizing and not for everyone', 'May be too mature or serious for some', 'Strong and overbearing, could give headaches', 'May induce headaches or negative comments from others', 'Disappointing performance in recent batches', 'Could smell synthetic or like cigarette smoke on some people', 'Disappointing fragrance from a renowned brand']",['Cardamom'],"['Leather', 'Jasmine Sambac']","['Amber', 'Moss', 'Patchouli']",very weak: 120; weak: 251; moderate: 1953; long lasting: 4905; eternal: 1570,intimate: 375; moderate: 4018; strong: 3696; enormous: 780,
Bois Impérial,Essential Parfums,https://www.fragrantica.com/perfume/Essential-Parfums/Bois-Imperial-64338.html,women and men,woody (100%); fresh spicy (67.6865%); aromatic (61.7924%); oud (55.1197%); amber (48.5313%); green (48.1624%); earthy (47.9031%); warm spicy (46.5028%),"Bois Impérial by Essential Parfums is a Aromatic fragrance for women and men. Bois Impérial was launched in 2020. The nose behind this fragrance is Quentin Bisch.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Long-lasting', 'Excellent longevity and projection', 'Well-blended perfume', 'Great fragrance bang for your buck', 'Lean masculine but gender-neutral', 'Intoxicating woods and vetiver scent', 'Beautiful green vetiver note', 'Fresh and natural scent', 'Similar to other scents like Ganymede or Grey Vetiver', 'Too sharp and synthetic for some noses', 'May come off as crass and scratchy', 'Some find it too faint and not long-lasting enough']",[],[],[],very weak: 77; weak: 152; moderate: 1277; long lasting: 3172; eternal: 1498,intimate: 205; moderate: 2024; strong: 2904; enormous: 930,
Versace Pour Homme,Versace,https://www.fragrantica.com/perfume/Versace/Versace-Pour-Homme-2318.html,men,citrus (100%); aromatic (70.2235%); fresh spicy (61.9566%); floral (49.8043%); rose (47.0942%); green (44.5424%),"Versace Pour Homme by Versace is a Aromatic Fougere fragrance for men. Versace Pour Homme was launched in 2008. The nose behind this fragrance is Alberto Morillas. Top notes are Lemon, Bergamot, Neroli and Rose de Mai; middle notes are Hyacinth, Cedar, Clary Sage and Geranium; base notes are Tonka Bean, Musk and Amber.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Can be worn as an everyday scent', 'Versatile fragrance', 'Great for outdoor use', 'Attractive bottle design', 'Received many compliments', 'Underrated and unique', 'Projects well', 'Lasts long', 'May not be suitable for all seasons', 'Not as complex as other fragrances', 'Some may find it too generic', 'Too citrusy or synthetic for some', 'Chemical or deodorant-like smell', 'May not appeal to all genders', 'Harsh or overpowering for some', 'Bitter dry down']","['Lemon', 'Bergamot', 'Neroli', 'Rose de Mai']","['Hyacinth', 'Cedar', 'Clary Sage', 'Geranium']","['Tonka Bean', 'Musk', 'Amber']",very weak: 427; weak: 1509; moderate: 7368; long lasting: 1973; eternal: 350,intimate: 1869; moderate: 7687; strong: 1562; enormous: 422,
MYSLF Eau de Parfum,Yves Saint Laurent,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/MYSLF-Eau-de-Parfum-84094.html,men,citrus (100%); white floral (82.1142%); patchouli (53.6571%); fresh spicy (51.9713%); woody (48.5887%); sweet (45.6343%),"MYSLF Eau de Parfum by Yves Saint Laurent is a Aromatic fragrance for men. This is a new fragrance. MYSLF Eau de Parfum was launched in 2023. MYSLF Eau de Parfum was created by Christophe Raynaud, Antoine Maisondieu and Daniela Andrier. Top notes are Calabrian bergamot and Bergamot; middle note is Tunisian Orange Blossom; base notes are Ambrofix™ and Patchouli.“MYSLF is the expression of the man you are, with all of your emotions and nuances.“A twist of the traditional woody fragrance family with flowers. A statement of modern masculinity to celebrate your true self.”The expression of the man you are, with all your nuances. A statement of modern masculinity, embracing all his facets and emotions.The first YSL BEAUTY woody floral for a contrasted trail of modernity.At first, a fresh & vibrant accord made of bergamot heart from Calabria and vert de bergamot.At heart, a raw & beating orange blossom absolute heart from Tunisia crafted for YSL beauty.At last, a sensual & textured woods accord made of Indonesian patchouli heart and Ambrofix™.A YSL silhouette in a bottle. Sleek. Fluid.A black lacquered monolith in nuances where you can see yourself. At its heart, embedded in the glass, is the iconic YSL Cassandre logotype.My scent, MYSLF.Available as 40ml, 60ml 100ml Eau de Parfum. Refil bottle is available in size of 150ml Eau de Parfum.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Calabrian bergamot', 'Bergamot']",['Tunisian Orange Blossom'],"['Ambrofix™', 'Patchouli']",,,
Terre d'Hermès,Hermès,https://www.fragrantica.com/perfume/Hermes/Terre-d-Hermes-17.html,men,citrus (100%); woody (92.234%); fresh spicy (79.4661%); aromatic (77.167%); earthy (60.5503%); warm spicy (54.7478%),"Terre d'Hermès by Hermès is a Woody Spicy fragrance for men. Terre d'Hermès was launched in 2006. The nose behind this fragrance is Jean-Claude Ellena. Top notes are Orange and Grapefruit; middle notes are Pepper, Pelargonium and Flint; base notes are Vetiver, Cedar, Patchouli and Benzoin. This perfume is the winner of award FiFi Award Fragrance Of The Year Men`s Luxe 2007.Terre d’Hermès: conceived in 2006 by Jean-Claude Ellena, Terre d’Hermès is a metaphor for materials, a matrix that speaks of territory as well as matter, earth, and roots.This vertically structured scent is based on an alchemy of wood, the scent first introduces the gaity of orange, the bitterness of grapefruit and the vivacity of pepper and of fresh spices. This “vegetality” flirts with the mineral effect of flint and the coarseness of vetiver. Dominated by cedar, the fragrance goes deeper with the sweetness of resins and the impalpable voluptuousness of benzoin.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Has a vintage yet modern feel', 'Timeless and appealing to different generations', 'Artistic expression in fragrance form', 'Compliment-worthy and attractive to others', 'Captivating and attention-grabbing', 'Excellent longevity and projection', 'Suitable for confident wearers of any age or gender', 'Conjures up images of nature and gardening', 'Not recommended for blind buys or those under 30', ""May not suit everyone's skin chemistry"", 'May be too bracing or herbaceous for some tastes', 'Mixed reviews on overall appeal and suitability', 'Some perceive it as unpleasant or unpalatable', 'Peppery and sharp scent can be intrusive to others', 'Perceived as too earthy or sweaty by some reviewers', 'May come across as old-fashioned or dated']","['Orange', 'Grapefruit']","['Pepper', 'Pelargonium', 'Flint']","['Vetiver', 'Cedar', 'Patchouli', 'Benzoin']",very weak: 277; weak: 770; moderate: 4749; long lasting: 5585; eternal: 828,intimate: 1094; moderate: 7200; strong: 3381; enormous: 771,
Explorer,Montblanc,https://www.fragrantica.com/perfume/Montblanc/Explorer-52002.html,men,woody (100%); citrus (96.577%); aromatic (86.8814%); amber (80.6144%); musky (69.6552%); fresh spicy (63.2888%); oud (63.1221%); soft spicy (62.5919%); warm spicy (58.5755%); earthy (56.5094%),"Explorer by Montblanc is a Woody Aromatic fragrance for men. Explorer was launched in 2019. Explorer was created by Jórdi Fernandez, Antoine Maisondieu and Olivier Pescheux. Top notes are Bergamot, Pink Pepper and Clary Sage; middle notes are Haitian Vetiver and Leather; base notes are Ambroxan, Akigalawood, Indonesian Patchouli Leaf and Cacao Pod.Montlanc announces the new male pillar fragrance that comes out on the market in February 2019. Montblanc Explorer tells the story of adventures, quests for excellence, challenging conventions and exploring the four corners of the globe. ""From South Africa to Haiti, Italy, Germany or Indonesia; Montblanc EXPLORER invites explorers on a fantastic journey, giving them the opportunity to discover the rarest ingredients and manufacturing methods that combine craftsmanship with the latest technology.""The composition is made by three Givaudan perfumers: Jordi Fernandez, Antoine Maisondieu and Olivier Pescheux. Each of them gave his knowledge and emotional experiences about a particular ingredient. The fragrance is announced as a unique woody-aromatic-leather concoction that combines essences of bergamot from Italy, vetiver from Haiti and patchouli from Indonesia.Top notes: OrPur® bergamot, French sage, pink pepperHeart: OrPur® vetiver, skinBase: patchouli, cocoa, Ambrofix ™, Akigalawood®The bottle of elongated shape is wrapped with leather-like protective sheath printed with the Saffiano motif. The signature star that adorns all the Maison’s leather goods is made exclusively in Hamburg. The sleeve and emblem are assembled by hand at the Montblanc Pelleteria in Florence.The advertising campaign was shot by John Balsom in South Africa, and the model is Rein Langeveld. Montblanc Explorer is available as a 30, 60 and 100 ml Eau de Parfum. Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['More affordable than Aventus', 'Suitable for everyday wear', 'Nice mainstream fragrance', 'Similar to Creed Aventus', 'Well blended interpretation of Aventus', 'Good performance and longevity', ""Introduces those who can't afford Aventus to the world of Creed"", 'Subtle and refined version of Aventus', 'Not an exact clone of Aventus', 'Performance and longevity can vary', 'Trend following rather than original', 'May be too similar or not as good as Aventus for some', 'Synthetic smell on initial application', 'Basic wood scent in dry down', 'Chemical smell that can sting the nose', 'Some may view it as a capitalist ploy to sell more fragrances']","['Bergamot', 'Pink Pepper', 'Clary Sage']","['Haitian Vetiver', 'Leather']","['Ambroxan', 'Akigalawood', 'Indonesian Patchouli Leaf', 'Cacao Pod']",very weak: 361; weak: 1010; moderate: 5636; long lasting: 2750; eternal: 286,intimate: 1363; moderate: 6658; strong: 1600; enormous: 354,
Arabians Tonka,Montale,https://www.fragrantica.com/perfume/Montale/Arabians-Tonka-57384.html,women and men,sweet (100%); vanilla (88.2482%); amber (85.6373%); oud (72.6837%); warm spicy (72.4915%); rose (65.6365%); musky (52.2229%); metallic (48.6591%); aromatic (48.1387%); powdery (46.0787%),"Arabians Tonka by Montale is a Oriental Woody fragrance for women and men. Arabians Tonka was launched in 2019. Top notes are Saffron and Bergamot; middle notes are Agarwood (Oud) and Bulgarian Rose; base notes are Tonka Bean, Sugar Cane, Amber, White Musk and Oakmoss.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Performance is astonishing and gets a lot of compliments', 'Addictive and unique scent', 'Very sexy and unique fragrance', 'Intense and interesting fragrance', 'Amazing scent with a balanced western/middle eastern smell', 'Prominent tonka note throughout the scent', 'Similar to popular fragrances like Intense Cafe and Roses Vanilla', 'Great coffee scent with oud', 'Strongest fragrance ever worn', 'Family members disliked the fragrance', 'Sugary tonka and musk combination smells like compressed sweet dust', 'Not very noticeable on personal skin but strong on others', 'Nearly identical to other fragrances from the same brand', 'Too airy and transparent for some skin types', 'Smells like feces to some people']","['Saffron', 'Bergamot']","['Agarwood (Oud)', 'Bulgarian Rose']","['Tonka Bean', 'Sugar Cane', 'Amber', 'White Musk', 'Oakmoss']",very weak: 39; weak: 56; moderate: 338; long lasting: 1252; eternal: 2976,intimate: 76; moderate: 530; strong: 1557; enormous: 2500,
